Dataset Atlas Type Value
SWU4 AAL Ipsi 0.8543680072408992
SWU4 AAL Ipsi 0.8767206839098699
SWU4 AAL Ipsi 0.8419265068695334
SWU4 AAL Ipsi 0.8285203926906983
SWU4 AAL Ipsi 0.8558526833804547
SWU4 AAL Ipsi 0.7512085017552437
SWU4 AAL Ipsi 0.7919514288987693
SWU4 AAL Ipsi 0.8163991952041789
SWU4 AAL Ipsi 0.858265554930582
SWU4 AAL Ipsi 0.7859214561861931
SWU4 AAL Ipsi 0.8654734211107119
SWU4 AAL Ipsi 0.8238555257390775
SWU4 AAL Ipsi 0.7741461898257912
SWU4 AAL Ipsi 0.8889717884031306
SWU4 AAL Ipsi 0.7904897077150789
SWU4 AAL Ipsi 0.8883691882556132
SWU4 AAL Ipsi 0.7907465671402246
SWU4 AAL Ipsi 0.84085787359415
SWU4 AAL Ipsi 0.7633313883120759
SWU4 AAL Ipsi 0.7989243910687276
SWU4 AAL Ipsi 0.8875455288130206
SWU4 AAL Ipsi 0.8700633793449776
SWU4 AAL Ipsi 0.7389859279189698
SWU4 AAL Ipsi 0.8596378115623386
SWU4 AAL Ipsi 0.8237911672035345
SWU4 AAL Ipsi 0.8669252422719614
SWU4 AAL Ipsi 0.8216301091971439
SWU4 AAL Ipsi 0.8183539309340483
SWU4 AAL Ipsi 0.8310988952832435
SWU4 AAL Ipsi 0.8454976493049149
SWU4 AAL Ipsi 0.8784372149727118
SWU4 AAL Ipsi 0.814922195023477
SWU4 AAL Ipsi 0.8522885766921451
SWU4 AAL Ipsi 0.8126255448906322
SWU4 AAL Ipsi 0.8480173219293167
SWU4 AAL Ipsi 0.8307771234135254
SWU4 AAL Ipsi 0.8311264629415017
SWU4 AAL Ipsi 0.8941765669731399
SWU4 AAL Ipsi 0.8747430404500682
SWU4 AAL Ipsi 0.8751267524880948
SWU4 AAL Ipsi 0.8713978143300265
SWU4 AAL Ipsi 0.7866887273046472
SWU4 AAL Ipsi 0.7912016159785846
SWU4 AAL Ipsi 0.9004090888608669
SWU4 AAL Ipsi 0.8378753470629223
SWU4 AAL Ipsi 0.8617443097493853
SWU4 AAL Hom 0.005715582094011936
SWU4 AAL Hom 0.009368198008934852
SWU4 AAL Hom 0.0087210089840722
SWU4 AAL Hom 0.0061694202346308175
SWU4 AAL Hom 0.006896314363954689
SWU4 AAL Hom 0.011008277347706838
SWU4 AAL Hom 0.014619169179085867
SWU4 AAL Hom 0.01183681957230355
SWU4 AAL Hom 0.00981765902105531
SWU4 AAL Hom 0.012356928696855033
SWU4 AAL Hom 0.003306588323765045
SWU4 AAL Hom 0.0084332819303219
SWU4 AAL Hom 0.01105507052728095
SWU4 AAL Hom 0.008993772905787121
SWU4 AAL Hom 0.007425868581049849
SWU4 AAL Hom 0.011101602617918703
SWU4 AAL Hom 0.011452826119062452
SWU4 AAL Hom 0.011034767910342445
SWU4 AAL Hom 0.010351263928360015
SWU4 AAL Hom 0.012204309933878122
SWU4 AAL Hom 0.008693769270104902
SWU4 AAL Hom 0.011868291668969223
SWU4 AAL Hom 0.008903546021443423
SWU4 AAL Hom 0.0062255186890562125
SWU4 AAL Hom 0.013754381533494389
SWU4 AAL Hom 0.008357453733329377
SWU4 AAL Hom 0.013803496055059473
SWU4 AAL Hom 0.009028568159818437
SWU4 AAL Hom 0.011703537107039207
SWU4 AAL Hom 0.01105732806990561
SWU4 AAL Hom 0.014180938046874359
SWU4 AAL Hom 0.010644572036727418
SWU4 AAL Hom 0.005681106519998729
SWU4 AAL Hom 0.015193853969395613
SWU4 AAL Hom 0.012726221164447002
SWU4 AAL Hom 0.011225605817968826
SWU4 AAL Hom 0.00869934772502078
SWU4 AAL Hom 0.011123832884617808
SWU4 AAL Hom 0.005795494576969935
SWU4 AAL Hom 0.006931625789064711
SWU4 AAL Hom 0.011429968590201638
SWU4 AAL Hom 0.01023140440165015
SWU4 AAL Hom 0.005448380353771864
SWU4 AAL Hom 0.005145318761500784
SWU4 AAL Hom 0.010008145117241777
SWU4 AAL Hom 0.0063148479471411305
SWU4 AAL Hom 0.013997762717645938
SWU4 AAL Hom 0.01089780566918285
SWU4 AAL Hom 0.005303409911248886
SWU4 AAL Hom 0.008834400985030647
SWU4 AAL Hom 0.013041746498297363
SWU4 AAL Hom 0.010429846271574051
SWU4 AAL Hom 0.012127899528135911
SWU4 AAL Hom 0.008906929082369078
SWU4 AAL Hom 0.008488452759971947
SWU4 AAL Hom 0.014244656332609526
SWU4 AAL Hom 0.008598542740358983
SWU4 AAL Hom 0.007040389375206551
SWU4 AAL Hom 0.009094449315337297
SWU4 AAL Hom 0.011866285596081152
SWU4 AAL Hom 0.011364000892432025
SWU4 AAL Hom 0.011145111159005352
SWU4 AAL Hom 0.005944237770722301
SWU4 AAL Hom 0.0073857336264098305
SWU4 AAL Hom 0.00882663893345204
SWU4 AAL Hom 0.011793474411927404
SWU4 AAL Hom 0.005543847791769729
SWU4 AAL Hom 0.008155867331948606
SWU4 AAL Hom 0.01266453137127821
SWU4 AAL Hom 0.016205447328832615
SWU4 AAL Hom 0.009208619472393638
SWU4 AAL Hom 0.008420672119787545
SWU4 AAL Hom 0.007809657576552413
SWU4 AAL Hom 0.00999463043642447
SWU4 AAL Hom 0.013627121500212756
SWU4 AAL Hom 0.013414121328500443
SWU4 AAL Hom 0.011065393191856293
SWU4 AAL Hom 0.008712299904051044
SWU4 AAL Hom 0.008926355546225031
SWU4 AAL Hom 0.01506747534615954
SWU4 AAL Hom 0.014421967676383532
SWU4 AAL Hom 0.009145323244711139
SWU4 AAL Hom 0.012602194368684134
SWU4 AAL Hom 0.008957777493372785
SWU4 AAL Hom 0.010630801482544713
SWU4 AAL Hom 0.01393450978090646
SWU4 AAL Hom 0.01070100058882541
SWU4 AAL Hom 0.006280686196203721
SWU4 AAL Hom 0.007669860563905447
SWU4 AAL Hom 0.008886547114823968
SWU4 AAL Hom 0.009277820929119017
SWU4 AAL Hom 0.009953990404284732
SWU4 AAL Hom 0.01161060304591435
SWU4 AAL Hom 0.01265298341398397
SWU4 AAL Hom 0.013399559921701089
SWU4 AAL Hom 0.010320739215241247
SWU4 AAL Hom 0.01382224552530376
SWU4 AAL Hom 0.014665929010413995
SWU4 AAL Hom 0.008347108385771367
SWU4 AAL Hom 0.008792526986748005
SWU4 AAL Hom 0.008420582684313631
SWU4 AAL Hom 0.012455179241021143
SWU4 AAL Hom 0.00870233365703019
SWU4 AAL Hom 0.00673184891867853
SWU4 AAL Hom 0.01204679911436323
SWU4 AAL Hom 0.005843920290951147
SWU4 AAL Hom 0.008715443284191788
SWU4 AAL Hom 0.014045746916411866
SWU4 AAL Hom 0.013422913774536733
SWU4 AAL Hom 0.012700520887376263
SWU4 AAL Hom 0.008584585252015919
SWU4 AAL Hom 0.00794725568552309
SWU4 AAL Hom 0.007681184254667627
SWU4 AAL Hom 0.010695165034362146
SWU4 AAL Hom 0.006695739257316018
SWU4 AAL Hom 0.01345510300968628
SWU4 AAL Hom 0.0078102910294349966
SWU4 AAL Hom 0.012023472790982396
SWU4 AAL Hom 0.01088602038253093
SWU4 AAL Hom 0.00500135792013125
SWU4 AAL Hom 0.006993798495875439
SWU4 AAL Hom 0.011971594311018855
SWU4 AAL Hom 0.009484195915441824
SWU4 AAL Hom 0.005104755504742882
SWU4 AAL Hom 0.014614936684491774
SWU4 AAL Hom 0.00980044722340911
SWU4 AAL Hom 0.009163256834489712
SWU4 AAL Hom 0.006946657241973484
SWU4 AAL Hom 0.005966138497811075
SWU4 AAL Hom 0.011761677352536337
SWU4 AAL Hom 0.006926900377787735
SWU4 AAL Hom 0.010100581385095614
SWU4 AAL Hom 0.010295231600553378
SWU4 AAL Hom 0.006939369838478829
SWU4 AAL Hom 0.006115764289189355
SWU4 AAL Hom 0.010890952776717528
SWU4 AAL Hom 0.009294815907272798
SWU4 AAL Hom 0.010238497188786033
SWU4 AAL Hom 0.009108212858688713
SWU4 AAL Hom 0.007381126730542463
SWU4 AAL Hom 0.007913929217786478
SWU4 AAL Hom 0.007169051533404695
SWU4 AAL Hom 0.009731715326516118
SWU4 AAL Hom 0.014557084340630062
SWU4 AAL Hom 0.010197342929883817
